id,youtube_id,player,sex,club,view,slow,events,bbox,split,processed_video_path
612,dIXrxeI4bB0,MARK CALCAVECCHIA,m,driver,face-on,0,[ 91 281 297 300 309 314 317 319 335 365],[6.09375000e-02 6.94444444e-04 8.50000000e-01 9.96527778e-01],4,processed_videos/MARK_CALCAVECCHIA_dIXrxeI4bB0_8eecb887-c6c8-48ef-b41e-ce6be5eb2cee.mp4
613,dIXrxeI4bB0,MARK CALCAVECCHIA,m,driver,face-on,1,[575 621 685 695 735 752 765 774 842 902],[6.48437500e-02 6.94444444e-04 8.43750000e-01 9.96527778e-01],4,processed_videos/MARK_CALCAVECCHIA_dIXrxeI4bB0_1cb00bfd-5a16-4081-bb0c-611daab714f9.mp4
614,0i8zZala36E,ARIYA JUTANUGARN,f,iron,down-the-line,0,[121 309 328 333 341 344 348 351 373 403],[6.79687500e-02 6.94444444e-04 5.50000000e-01 1.00000000e+00],2,processed_videos/ARIYA_JUTANUGARN_0i8zZala36E_94607efe-b754-4e36-acf3-7706ac36b412.mp4
615,0i8zZala36E,ARIYA JUTANUGARN,f,iron,down-the-line,1,[ 730  749  812  834  865  879  892  905  985 1015],[6.09375000e-02 6.94444444e-04 5.51562500e-01 9.96527778e-01],2,processed_videos/ARIYA_JUTANUGARN_0i8zZala36E_46145a93-e9af-4427-a914-8af0bea793bd.mp4
616,ITXn5bMzRA8,HENRIK STENSON,m,fairway,down-the-line,0,[272 536 544 547 553 556 559 561 577 607],[1.30468750e-01 6.94444444e-04 3.92968750e-01 9.06250000e-01],3,processed_videos/HENRIK_STENSON_ITXn5bMzRA8_99697da0-fa16-4e45-bec5-000541646b58.mp4
617,ITXn5bMzRA8,HENRIK STENSON,m,fairway,down-the-line,1,[697 771 802 814 839 853 865 873 929 959],[1.46875000e-01 6.94444444e-04 3.75781250e-01 8.95138889e-01],3,processed_videos/HENRIK_STENSON_ITXn5bMzRA8_b03d431e-9adb-4891-89d5-9805ec8b450f.mp4
618,_rFatlaZhEQ,MATT KUCHAR,m,driver,face-on,0,[402 656 713 719 726 729 733 735 755 785],[6.56250000e-02 6.94444444e-04 8.27343750e-01 9.85416667e-01],3,processed_videos/MATT_KUCHAR__rFatlaZhEQ_41731666-ea1f-4267-800a-604b63d03cea.mp4
619,_rFatlaZhEQ,MATT KUCHAR,m,driver,face-on,1,[1145 1355 1409 1431 1457 1473 1489 1497 1557 1587],[5.78125000e-02 6.94444444e-04 8.32812500e-01 1.00000000e+00],3,processed_videos/MATT_KUCHAR__rFatlaZhEQ_a091ca3b-efa3-40cd-ac97-3dd1cd863d08.mp4
620,WleL4m3qCTE,TOM LEHMAN,m,iron,other,0,[151 291 302 306 311 316 319 321 335 365],[1.90625000e-01 6.94444444e-04 4.16406250e-01 9.99305556e-01],3,processed_videos/TOM_LEHMAN_WleL4m3qCTE_0baed26d-4a65-4c00-b5de-bf9f0c3d10e5.mp4
621,WleL4m3qCTE,TOM LEHMAN,m,iron,down-the-line,0,[1355 1714 1725 1729 1738 1742 1744 1758 1778 1808],[1.90625000e-01 6.94444444e-04 3.86718750e-01 9.68750000e-01],3,processed_videos/TOM_LEHMAN_WleL4m3qCTE_2f67f5d9-e7f6-4f48-9421-c29a2c06b8a4.mp4
622,WleL4m3qCTE,TOM LEHMAN,m,iron,down-the-line,1,[3582 3665 3702 3716 3736 3754 3766 3776 3826 3856],[4.14062500e-02 6.94444444e-04 3.75781250e-01 9.75694444e-01],3,processed_videos/TOM_LEHMAN_WleL4m3qCTE_c67fc422-94f8-4a31-8761-388ba21aac10.mp4
623,WleL4m3qCTE,TOM LEHMAN,m,iron,other,1,[3616 3660 3700 3714 3736 3753 3765 3776 3824 3854],[5.10156250e-01 6.94444444e-04 4.90234375e-01 9.79861111e-01],3,processed_videos/TOM_LEHMAN_WleL4m3qCTE_f96f995a-51c9-4c49-83d5-98c93dcdec17.mp4
624,DnF8xXkEvOQ,JOSE COCERES,m,driver,down-the-line,0,[121 184 196 202 207 210 213 215 236 266],[7.42187500e-02 6.94444444e-04 5.74218750e-01 9.84027778e-01],2,processed_videos/JOSE_COCERES_DnF8xXkEvOQ_be1be498-59f2-4113-bbfd-7dd87a48db48.mp4
625,DnF8xXkEvOQ,JOSE COCERES,m,driver,down-the-line,1,[476 525 566 584 605 620 631 641 714 744],[7.57812500e-02 6.94444444e-04 5.45312500e-01 1.00000000e+00],2,processed_videos/JOSE_COCERES_DnF8xXkEvOQ_51139652-bfff-495e-b287-f7645675e71b.mp4
626,TTe8RcSi7Ac,MICHELLE WIE,f,iron,face-on,0,[127 300 309 315 320 323 326 329 347 377],[0.18125    0.14027778 0.63125    0.775     ],3,processed_videos/MICHELLE_WIE_TTe8RcSi7Ac_465a39a7-cf14-4ea7-a63b-e3f762e15a16.mp4
627,TTe8RcSi7Ac,MICHELLE WIE,f,iron,face-on,1,[707 731 772 798 814 825 840 850 913 943],[1.81250000e-01 6.94444444e-04 6.53906250e-01 9.64583333e-01],3,processed_videos/MICHELLE_WIE_TTe8RcSi7Ac_91de7f13-04a6-4efd-8548-af89589a81fc.mp4
628,1HXFnCBbKX0,JUSTIN ROSE,m,driver,other,0,[211 545 565 571 579 582 586 588 605 635],[7.10937500e-02 6.94444444e-04 4.80468750e-01 9.35416667e-01],3,processed_videos/JUSTIN_ROSE_1HXFnCBbKX0_8864db8e-0725-4396-8dd3-75eee2431ab2.mp4
629,1HXFnCBbKX0,JUSTIN ROSE,m,driver,other,1,[ 815  823  906  929  962  977  989  997 1066 1096],[3.90625000e-04 6.94444444e-04 5.80078125e-01 9.90972222e-01],3,processed_videos/JUSTIN_ROSE_1HXFnCBbKX0_846db354-99f9-4a38-8f44-0d90333cfa79.mp4
630,_qtYF0FJBWo,IN-GEE CHUN,f,driver,face-on,0,[331 565 585 593 605 609 613 615 636 666],[9.14062500e-02 6.94444444e-04 7.97656250e-01 9.96527778e-01],2,processed_videos/IN-GEE_CHUN__qtYF0FJBWo_d80ff0fb-4861-49e2-9179-7af5e8909b3b.mp4
631,_qtYF0FJBWo,IN-GEE CHUN,f,driver,face-on,1,[ 816  832  909  939  982 1004 1018 1026 1102 1132],[9.29687500e-02 6.94444444e-04 8.00000000e-01 9.92361111e-01],2,processed_videos/IN-GEE_CHUN__qtYF0FJBWo_64e0fad1-bd97-4689-af97-85dada3b4281.mp4
632,PUiURw2D86g,TIGER WOODS,m,fairway,other,0,[451 636 647 651 658 662 665 667 683 713],[3.90625000e-04 6.94444444e-04 4.90234375e-01 9.88194444e-01],2,processed_videos/TIGER_WOODS_PUiURw2D86g_1acfcca1-f336-4810-9129-c8ceaa647fad.mp4
633,PUiURw2D86g,TIGER WOODS,m,fairway,other,0,[593 635 648 651 658 662 665 667 685 715],[5.08593750e-01 6.94444444e-04 4.91796875e-01 9.96527778e-01],2,processed_videos/TIGER_WOODS_PUiURw2D86g_7a3ac60e-2897-4dec-8b26-7635dfb109d7.mp4
634,PUiURw2D86g,TIGER WOODS,m,fairway,other,1,[ 985 1017 1060 1074 1105 1120 1131 1138 1191 1221],[3.90625000e-04 6.94444444e-04 4.86328125e-01 1.00000000e+00],2,processed_videos/TIGER_WOODS_PUiURw2D86g_ae23d32b-e6f8-40b4-9389-222945d77678.mp4
635,PUiURw2D86g,TIGER WOODS,m,fairway,other,1,[ 981 1017 1063 1074 1105 1121 1132 1138 1199 1229],[5.10937500e-01 6.94444444e-04 4.89453125e-01 9.92361111e-01],2,processed_videos/TIGER_WOODS_PUiURw2D86g_203047a0-dfcb-44c2-9bc1-47e192825686.mp4
636,_9_gJ-GOwxw,TOMMY FLEETWOOD,m,iron,other,0,[151 358 369 373 381 386 388 391 405 435],[0.14140625 0.07222222 0.51640625 0.92847222],2,processed_videos/TOMMY_FLEETWOOD__9_gJ-GOwxw_6325c462-e794-4b76-9472-b4019754789d.mp4
637,_9_gJ-GOwxw,TOMMY FLEETWOOD,m,iron,other,1,[ 799  861  900  915  947  966  976  985 1030 1068],[1.60937500e-01 6.94444444e-04 4.33593750e-01 1.00000000e+00],2,processed_videos/TOMMY_FLEETWOOD__9_gJ-GOwxw_266b70f9-5ff2-4772-8793-c548cb1bf210.mp4
638,kq2Jiw_EWw4,PERNILLA LINDBERG,f,driver,down-the-line,0,[151 303 318 323 333 338 341 343 361 421],[5.62500000e-02 6.94444444e-04 5.34375000e-01 9.97916667e-01],3,processed_videos/PERNILLA_LINDBERG_kq2Jiw_EWw4_7f339db8-b811-480f-b43f-0ff35a0108ae.mp4
639,kq2Jiw_EWw4,PERNILLA LINDBERG,f,driver,down-the-line,1,[571 607 667 689 724 747 760 769 831 881],[3.20312500e-02 6.94444444e-04 5.60156250e-01 9.99305556e-01],3,processed_videos/PERNILLA_LINDBERG_kq2Jiw_EWw4_d76675bc-f6cd-4aef-baba-e3b15dafd5a5.mp4
640,tMUVfn7DiLI,MARK BROOKS,m,driver,face-on,0,[331 424 435 441 449 455 458 460 474 521],[3.98437500e-02 6.94444444e-04 9.28906250e-01 9.99305556e-01],2,processed_videos/MARK_BROOKS_tMUVfn7DiLI_0c75cdde-7d47-4dbf-a043-2ee700947aff.mp4
641,tMUVfn7DiLI,MARK BROOKS,m,driver,face-on,1,[ 851  868  913  935  967  990 1005 1013 1065 1074],[1.87500000e-02 6.94444444e-04 9.42968750e-01 9.96527778e-01],2,processed_videos/MARK_BROOKS_tMUVfn7DiLI_5c8c4b41-2195-4087-a0ee-7dea5c565b40.mp4
642,WPap6OmEyuE,AYAKO UEHARA,f,driver,down-the-line,0,[241 470 485 490 501 506 510 512 532 588],[4.60937500e-02 6.94444444e-04 5.75781250e-01 9.90972222e-01],1,processed_videos/AYAKO_UEHARA_WPap6OmEyuE_21962320-8fc0-4b7e-b751-920b65f0f55d.mp4
643,WPap6OmEyuE,AYAKO UEHARA,f,driver,down-the-line,1,[648 694 747 765 803 828 841 851 928 964],[3.35937500e-02 6.94444444e-04 5.82031250e-01 1.00000000e+00],1,processed_videos/AYAKO_UEHARA_WPap6OmEyuE_2a9541d2-7d51-4e10-bfda-a0b28adb79c7.mp4
644,WPap6OmEyuE,AYAKO UEHARA,f,driver,down-the-line,0,[3124 3325 3340 3345 3354 3360 3363 3366 3390 3425],[8.12500000e-02 6.94444444e-04 5.75000000e-01 9.90972222e-01],1,processed_videos/AYAKO_UEHARA_WPap6OmEyuE_75f274a6-5dd4-4032-99b2-4bb57fed7e4d.mp4
645,WPap6OmEyuE,AYAKO UEHARA,f,driver,down-the-line,1,[3695 3759 3801 3819 3856 3879 3894 3904 3986 4022],[8.12500000e-02 6.94444444e-04 5.76562500e-01 9.89583333e-01],1,processed_videos/AYAKO_UEHARA_WPap6OmEyuE_e7fd29fd-bf67-4a9b-a456-2e4b21043a4c.mp4
646,gIcqv1dS7t4,JERRY KELLY,m,fairway,other,0,[ 61 126 139 143 151 155 159 161 181 241],[3.12500000e-02 6.94444444e-04 5.66406250e-01 9.65972222e-01],2,processed_videos/JERRY_KELLY_gIcqv1dS7t4_78c737f8-c963-415a-80a0-1bb968499915.mp4
647,gIcqv1dS7t4,JERRY KELLY,m,fairway,other,1,[313 357 403 418 453 468 482 491 569 604],[5.39062500e-02 6.94444444e-04 5.25781250e-01 9.78472222e-01],2,processed_videos/JERRY_KELLY_gIcqv1dS7t4_2ad672bc-5801-410f-9f85-4b4a06d9ed40.mp4
648,eQEdf5KMyzM,MORGAN PRESSEL,f,iron,down-the-line,0,[391 435 449 454 464 467 471 474 495 557],[2.44531250e-01 6.94444444e-04 4.75781250e-01 9.74305556e-01],3,processed_videos/MORGAN_PRESSEL_eQEdf5KMyzM_f8d557f2-3d4d-4c2a-bee7-d1f470d43d3a.mp4
649,eQEdf5KMyzM,MORGAN PRESSEL,f,iron,down-the-line,1,[653 693 704 709 717 721 725 728 749 785],[1.65625000e-01 6.94444444e-04 4.96093750e-01 9.81250000e-01],3,processed_videos/MORGAN_PRESSEL_eQEdf5KMyzM_29e67872-264c-4c85-872f-ef4e6875bc2a.mp4
650,eQEdf5KMyzM,MORGAN PRESSEL,f,driver,down-the-line,0,[3515 3746 3764 3768 3778 3783 3787 3789 3810 3875],[2.03125000e-01 6.94444444e-04 5.54687500e-01 9.35416667e-01],3,processed_videos/MORGAN_PRESSEL_eQEdf5KMyzM_a2140959-4791-4017-8ca6-8f9a027770f8.mp4
651,eQEdf5KMyzM,MORGAN PRESSEL,f,driver,down-the-line,1,[4355 4387 4440 4461 4499 4516 4531 4542 4606 4643],[1.29687500e-01 6.94444444e-04 5.64062500e-01 9.54861111e-01],3,processed_videos/MORGAN_PRESSEL_eQEdf5KMyzM_408f87b2-cb9f-4418-96cd-c7dea958f069.mp4
652,tqhXL28u0VM,DAVID DUVAL,m,fairway,other,0,[241 317 327 332 340 345 349 351 371 406],[0.06953125 0.00555556 0.48671875 0.92777778],2,processed_videos/DAVID_DUVAL_tqhXL28u0VM_30a72f9c-17e1-4074-8ac5-49e5d6c2d16b.mp4
653,tqhXL28u0VM,DAVID DUVAL,m,fairway,other,1,[706 750 787 807 837 862 874 883 945 983],[1.08593750e-01 6.94444444e-04 4.60156250e-01 9.49305556e-01],2,processed_videos/DAVID_DUVAL_tqhXL28u0VM_0392085b-c98f-4985-a2ba-af840b562fe7.mp4
654,k8pjSh2nsqs,JIM THORPE,m,driver,other,0,[125 215 228 233 239 244 247 249 261 308],[0.17890625 0.00138889 0.4265625  0.84861111],2,processed_videos/JIM_THORPE_k8pjSh2nsqs_0c0fb709-4fb0-4f66-a8e4-9a0248558712.mp4
655,k8pjSh2nsqs,JIM THORPE,m,driver,other,1,[401 441 490 509 535 548 560 570 637 678],[1.53125000e-01 6.94444444e-04 4.68750000e-01 8.89583333e-01],2,processed_videos/JIM_THORPE_k8pjSh2nsqs_60bc087c-d46e-4355-b38e-55b437b3217e.mp4
656,-x6fBaulaWU,MINJEE LEE,f,driver,face-on,0,[391 552 571 580 590 594 598 600 618 661],[3.43750000e-02 6.94444444e-04 8.77343750e-01 9.97916667e-01],3,processed_videos/MINJEE_LEE_-x6fBaulaWU_8ec1525e-f2d0-4c4e-bacd-3ac0d5c724b6.mp4
657,-x6fBaulaWU,MINJEE LEE,f,driver,face-on,1,[ 931  996 1065 1101 1141 1158 1172 1181 1256 1316],[9.68750000e-02 6.94444444e-04 7.93750000e-01 9.96527778e-01],3,processed_videos/MINJEE_LEE_-x6fBaulaWU_eedee403-c8ea-4b7b-be8e-e278d0806902.mp4
658,YZZOQXXmnTs,JUSTIN THOMAS,m,fairway,down-the-line,0,[276 639 654 659 668 675 677 679 697 734],[9.29687500e-02 6.94444444e-04 5.27343750e-01 9.90972222e-01],1,processed_videos/JUSTIN_THOMAS_YZZOQXXmnTs_9eb9797d-130a-4d90-8c12-144cd1c2513d.mp4
659,YZZOQXXmnTs,JUSTIN THOMAS,m,fairway,down-the-line,1,[1124 1143 1186 1206 1244 1269 1279 1286 1345 1405],[1.18750000e-01 6.94444444e-04 4.97656250e-01 1.00000000e+00],1,processed_videos/JUSTIN_THOMAS_YZZOQXXmnTs_e5983923-1ed2-4e05-bd2f-58dfc591b1f4.mp4
660,tVVS5KLU7XM,ALLEN DOYLE,m,driver,other,0,[ 61 237 246 251 256 259 263 265 279 314],[0.23671875 0.26666667 0.33046875 0.64027778],3,processed_videos/ALLEN_DOYLE_tVVS5KLU7XM_41e13068-e885-4c0f-9913-2ee67a389afb.mp4
661,tVVS5KLU7XM,ALLEN DOYLE,m,driver,other,1,[549 607 649 668 687 698 713 722 773 803],[0.2203125  0.23611111 0.33515625 0.69722222],3,processed_videos/ALLEN_DOYLE_tVVS5KLU7XM_eb50b3de-8fc5-4a7f-b908-cb6bd1ccc317.mp4
662,KUtnDmeHQM0,LEXI THOMPSON,f,iron,down-the-line,0,[ 51 197 206 210 218 222 226 228 254 291],[2.25781250e-01 6.94444444e-04 4.49218750e-01 9.72916667e-01],4,processed_videos/LEXI_THOMPSON_KUtnDmeHQM0_b70fbf2b-bfc6-4b28-8bf3-c7308ac313db.mp4
663,KUtnDmeHQM0,LEXI THOMPSON,f,iron,down-the-line,1,[477 526 567 584 617 632 645 655 795 825],[2.50000000e-01 6.94444444e-04 3.96875000e-01 9.82638889e-01],4,processed_videos/LEXI_THOMPSON_KUtnDmeHQM0_4bce3bad-baf9-40bf-bf4f-aa49ce374936.mp4
664,UIvBzPafF5U,RORY MCILROY,m,fairway,other,0,[ 32  43  54  58  65  69  72  74  92 129],[1.03906250e-01 6.94444444e-04 7.38281250e-01 9.96527778e-01],1,processed_videos/RORY_MCILROY_UIvBzPafF5U_c5e309f5-4a6f-462b-a4eb-2517eb14c061.mp4
665,UIvBzPafF5U,RORY MCILROY,m,fairway,other,1,[249 272 313 328 357 373 384 392 447 482],[1.29687500e-01 6.94444444e-04 7.10156250e-01 9.89583333e-01],1,processed_videos/RORY_MCILROY_UIvBzPafF5U_3cfb8974-6e37-4e22-907d-5e6f2def6ab7.mp4
666,vzeGHsdty68,BUD CAULEY,m,driver,down-the-line,0,[ 68 115 128 132 139 143 146 148 165 201],[0.08828125 0.0375     0.48359375 0.8875    ],2,processed_videos/BUD_CAULEY_vzeGHsdty68_b7cb0cf6-e011-4d4d-bcb9-0d1693b1b83d.mp4
667,vzeGHsdty68,BUD CAULEY,m,driver,down-the-line,1,[445 485 529 547 576 590 602 610 679 739],[0.1640625  0.0875     0.39453125 0.83888889],2,processed_videos/BUD_CAULEY_vzeGHsdty68_f35028ea-e0b4-47a5-a686-963eab185600.mp4
668,1MI5EmfJQDk,TED POTTER JR,m,driver,down-the-line,0,[241 542 565 569 575 580 582 584 603 646],[2.60156250e-01 6.94444444e-04 5.52343750e-01 1.00000000e+00],1,processed_videos/TED_POTTER_JR_1MI5EmfJQDk_b5db4886-81dd-4500-844a-eb9b07fc898f.mp4
669,1MI5EmfJQDk,TED POTTER JR,m,driver,down-the-line,1,[ 956 1006 1043 1059 1081 1101 1110 1119 1180 1218],[3.09375000e-01 6.94444444e-04 4.89843750e-01 9.96527778e-01],1,processed_videos/TED_POTTER_JR_1MI5EmfJQDk_5ff038d3-8757-4511-8b35-6042e2aaa062.mp4
670,rXV3UPht6T4,DUSTIN JOHNSON,m,driver,other,0,[323 483 494 497 508 514 516 518 531 585],[0.15078125 0.16111111 0.36015625 0.78472222],1,processed_videos/DUSTIN_JOHNSON_rXV3UPht6T4_6fed917a-9ab4-407d-b057-db219108383f.mp4
671,rXV3UPht6T4,DUSTIN JOHNSON,m,driver,other,1,[ 735  821  861  872  918  942  951  959 1012 1042],[0.15546875 0.17083333 0.365625   0.79722222],1,processed_videos/DUSTIN_JOHNSON_rXV3UPht6T4_a00156e3-fafd-4867-a731-75b5f94a06e8.mp4
672,Jc0AMy9ismo,JULIETA GRANADA,f,driver,face-on,0,[121 181 196 202 210 214 218 220 237 292],[6.79687500e-02 6.94444444e-04 8.06250000e-01 1.00000000e+00],2,processed_videos/JULIETA_GRANADA_Jc0AMy9ismo_ee03a66b-23aa-4ca5-9902-9e3f2caa6e38.mp4
673,Jc0AMy9ismo,JULIETA GRANADA,f,driver,face-on,1,[477 522 577 601 634 649 665 675 733 768],[8.75000000e-02 6.94444444e-04 7.57812500e-01 9.65972222e-01],2,processed_videos/JULIETA_GRANADA_Jc0AMy9ismo_bf955592-9d0e-42b0-ad8e-81fe910815bd.mp4
674,HWiRM2LR3tk,KARRIE WEBB,f,driver,face-on,0,[151 369 382 387 396 400 404 406 427 457],[8.20312500e-02 6.94444444e-04 7.73437500e-01 1.00000000e+00],1,processed_videos/KARRIE_WEBB_HWiRM2LR3tk_e7cf34d7-c0e4-4f7f-85f9-607200dac95f.mp4
675,HWiRM2LR3tk,KARRIE WEBB,f,driver,face-on,1,[677 728 773 797 831 847 862 872 942 978],[7.10937500e-02 6.94444444e-04 7.82031250e-01 9.95138889e-01],1,processed_videos/KARRIE_WEBB_HWiRM2LR3tk_d2a6cff0-6308-4413-87b2-8acf12e9e32c.mp4
676,3McwegiC4vs,JOHNSON WAGNER,m,fairway,down-the-line,0,[331 383 393 399 405 407 410 412 440 494],[1.39062500e-01 6.94444444e-04 4.64843750e-01 9.99305556e-01],3,processed_videos/JOHNSON_WAGNER_3McwegiC4vs_4f330b0c-d560-4abe-bf08-d1db21427c81.mp4
677,3McwegiC4vs,JOHNSON WAGNER,m,fairway,down-the-line,1,[ 794  886  908  925  940  952  962  961 1036 1071],[1.51562500e-01 6.94444444e-04 4.68750000e-01 1.00000000e+00],3,processed_videos/JOHNSON_WAGNER_3McwegiC4vs_fdcfa0d7-eb41-426c-9c81-bdea3bff7430.mp4
678,jLGdrOYwyZs,YANI TSENG,f,driver,face-on,0,[ 91 151 174 180 188 192 195 197 214 248],[6.71875000e-02 6.94444444e-04 8.95312500e-01 1.00000000e+00],1,processed_videos/YANI_TSENG_jLGdrOYwyZs_9a461fce-6283-4d4e-a755-a5712518bee7.mp4
679,jLGdrOYwyZs,YANI TSENG,f,driver,face-on,1,[428 462 553 579 610 624 636 645 708 741],[1.01562500e-01 6.94444444e-04 8.42968750e-01 1.00000000e+00],1,processed_videos/YANI_TSENG_jLGdrOYwyZs_feca9457-5c3f-43f2-bbd8-57e377444c7d.mp4
680,RiEUPJNPY_Y,MIKE WEIR,m,driver,down-the-line,0,[ 961 1097 1107 1113 1120 1123 1126 1128 1146 1206],[4.10156250e-01 6.94444444e-04 4.03125000e-01 1.00000000e+00],2,processed_videos/MIKE_WEIR_RiEUPJNPY_Y_b31519a0-d88d-4597-b4fa-b769f888dc1b.mp4
681,RiEUPJNPY_Y,MIKE WEIR,m,driver,down-the-line,1,[1697 1757 1797 1818 1847 1859 1872 1881 1950 2015],[4.36718750e-01 6.94444444e-04 4.06250000e-01 9.59027778e-01],2,processed_videos/MIKE_WEIR_RiEUPJNPY_Y_2e55b67d-466f-4209-94ce-647a97c6137e.mp4
682,bSrhzs3J9vc,RORY SABBATINI,m,driver,face-on,0,[151 314 328 334 345 350 353 355 372 402],[0.10546875 0.05694444 0.7203125  0.93611111],2,processed_videos/RORY_SABBATINI_bSrhzs3J9vc_f59962fc-e5af-40ab-b504-9b5fe326b548.mp4
683,bSrhzs3J9vc,RORY SABBATINI,m,driver,face-on,1,[508 596 651 675 720 738 751 758 818 854],[0.10703125 0.08611111 0.75078125 0.89861111],2,processed_videos/RORY_SABBATINI_bSrhzs3J9vc_fa7ecc37-627b-4eec-93e4-9e9c44cb6fe4.mp4
684,bSrhzs3J9vc,RORY SABBATINI,m,driver,down-the-line,0,[2174 2323 2336 2342 2353 2358 2361 2363 2376 2418],[0.1328125  0.05138889 0.48203125 0.94444444],2,processed_videos/RORY_SABBATINI_bSrhzs3J9vc_784e1c89-addd-4267-9fd1-5bd74469d339.mp4
685,bSrhzs3J9vc,RORY SABBATINI,m,driver,down-the-line,1,[2678 2704 2749 2772 2822 2839 2851 2859 2917 2947],[1.02343750e-01 6.94444444e-04 5.10156250e-01 1.00000000e+00],2,processed_videos/RORY_SABBATINI_bSrhzs3J9vc_11096d84-0bc9-4082-8c6e-0ebf9bd7235d.mp4
686,obVruXSW5xw,HEE KYUNG SEO,f,driver,down-the-line,0,[241 294 310 320 329 335 338 341 364 403],[1.95312500e-01 6.94444444e-04 4.42187500e-01 9.60416667e-01],4,processed_videos/HEE_KYUNG_SEO_obVruXSW5xw_7f5d418a-3e13-40a6-82ed-307e2a4ad2fd.mp4
687,obVruXSW5xw,HEE KYUNG SEO,f,driver,down-the-line,0,[ 973 1000 1015 1025 1034 1040 1043 1046 1069 1116],[1.13281250e-01 6.94444444e-04 4.39843750e-01 9.15972222e-01],4,processed_videos/HEE_KYUNG_SEO_obVruXSW5xw_440124a8-5c8e-47c3-b8e4-c0cb84dca9bc.mp4
688,obVruXSW5xw,HEE KYUNG SEO,f,driver,down-the-line,1,[1176 1182 1198 1208 1217 1223 1226 1229 1253 1288],[1.91406250e-01 6.94444444e-04 4.89843750e-01 9.56250000e-01],4,processed_videos/HEE_KYUNG_SEO_obVruXSW5xw_04f85281-7e1f-406a-905a-e69260399b44.mp4
689,tuj0cxYnn-E,RORY MCILROY,m,driver,down-the-line,0,[ 31 149 159 162 170 174 177 179 194 254],[1.12500000e-01 6.94444444e-04 4.86718750e-01 9.43750000e-01],1,processed_videos/RORY_MCILROY_tuj0cxYnn-E_a7fea340-96c2-49db-ac6e-a1e7f0cd2228.mp4
690,tuj0cxYnn-E,RORY MCILROY,m,driver,down-the-line,1,[404 465 505 517 549 564 576 583 633 693],[8.90625000e-02 6.94444444e-04 5.30468750e-01 9.61805556e-01],1,processed_videos/RORY_MCILROY_tuj0cxYnn-E_e09edfd1-da25-415a-8d9b-68d4636a1be3.mp4
691,t3kAW666e6U,STEVE PATE,m,driver,other,0,[271 326 341 348 365 369 373 375 394 433],[0.1828125  0.16388889 0.3953125  0.83611111],3,processed_videos/STEVE_PATE_t3kAW666e6U_953b3748-eb1e-401f-8c6d-48c831c72ca8.mp4
692,t3kAW666e6U,STEVE PATE,m,driver,other,1,[ 791  852  906  933 1006 1021 1035 1044 1095 1159],[0.14609375 0.15       0.41015625 0.85      ],3,processed_videos/STEVE_PATE_t3kAW666e6U_8dc32084-8f38-4bd8-9f7e-a33014be8f1b.mp4
693,EtRXpEF2Q_I,PORNANONG PHATLUM,f,iron,face-on,0,[152 467 489 497 504 508 512 514 535 573],[0.21875    0.03888889 0.60234375 0.90694444],4,processed_videos/PORNANONG_PHATLUM_EtRXpEF2Q_I_82fae0ab-7235-4cde-b2ec-7dfe48789de9.mp4
694,EtRXpEF2Q_I,PORNANONG PHATLUM,f,iron,face-on,1,[ 843  916 1004 1036 1066 1080 1094 1107 1186 1222],[0.2234375  0.05       0.60078125 0.89444444],4,processed_videos/PORNANONG_PHATLUM_EtRXpEF2Q_I_a77fbbe0-f0b5-4799-ac99-51b6a09a3a06.mp4
695,nT7G8Afo2EQ,RORY MCILROY,m,driver,down-the-line,0,[ 61 379 388 391 399 403 407 408 427 477],[1.22656250e-01 6.94444444e-04 4.16406250e-01 9.04861111e-01],4,processed_videos/RORY_MCILROY_nT7G8Afo2EQ_4fcefba1-ec11-4aef-93f4-47ac60407320.mp4
696,nT7G8Afo2EQ,RORY MCILROY,m,driver,down-the-line,0,[ 807  949  959  963  971  975  978  980 1008 1038],[1.63281250e-01 6.94444444e-04 3.74218750e-01 9.06250000e-01],4,processed_videos/RORY_MCILROY_nT7G8Afo2EQ_481316bc-168d-4699-aa40-63dcbc66833b.mp4
697,nT7G8Afo2EQ,RORY MCILROY,m,driver,down-the-line,1,[1338 1378 1418 1431 1465 1480 1492 1500 1554 1584],[1.70312500e-01 6.94444444e-04 3.78906250e-01 8.96527778e-01],4,processed_videos/RORY_MCILROY_nT7G8Afo2EQ_8b571aa7-9b2e-4d83-9bba-9306cee96be8.mp4
698,nT7G8Afo2EQ,RORY MCILROY,m,driver,down-the-line,1,[2789 2848 2888 2902 2934 2952 2964 2971 3031 3091],[0.1640625  0.03333333 0.37109375 0.85694444],4,processed_videos/RORY_MCILROY_nT7G8Afo2EQ_d1e6d4ee-c62b-49b4-af24-87c580c2f937.mp4
699,SNHlA5UMBs8,JIN PARK,m,fairway,other,0,[271 540 553 557 569 574 577 579 608 668],[3.20312500e-02 6.94444444e-04 5.45312500e-01 9.71527778e-01],3,processed_videos/JIN_PARK_SNHlA5UMBs8_d565113d-61cb-4287-812a-57edd564d75b.mp4
700,SNHlA5UMBs8,JIN PARK,m,fairway,other,1,[728 742 789 803 858 876 888 896 962 994],[5.15625000e-02 6.94444444e-04 5.22656250e-01 1.00000000e+00],3,processed_videos/JIN_PARK_SNHlA5UMBs8_3cdeb23f-394d-4b7f-927d-f373d4afc7e4.mp4
